total_loss,exit1_loss,exit2_loss,full_loss,cascade_loss,diversity_loss,exit1_confidence,exit2_confidence,full_confidence,confidence_std_exit1,confidence_std_exit2
687.2392526855468,710.1878887939453,602.6816015258789,730.7155582763672,0.06005205863267183,0.00010875592231750488,0.5047163598060608,0.5174400417566299,0.5307809324741364,0.002478610302665038,0.004902934411936439
449.93330565185545,419.8476702026367,378.9152484130859,523.6459760498046,0.10840352452993393,0.00014482145309448243,0.4831123097419739,0.5287036312580109,0.6657498778820038,0.002833561897405889,0.011938820908823982
404.8789402709961,359.8594657836914,349.4153942504883,489.9996885620117,0.13165687006115914,2.5519371032714843e-06,0.4822511362552643,0.5570124891042709,0.660377067565918,0.0022386875032098033,0.011965600995440036
392.16505256347654,353.01950054931643,343.0869317260742,485.2584777099609,0.13566360976696015,0.0,0.4906278499126434,0.5147858923912049,0.5633021751880646,0.0009165061742445687,0.010798422808828763
384.57513802490234,348.48144329833985,339.83686696777346,480.29496243896483,0.14912432355880736,1.6565108299255372e-05,0.4706097326993942,0.6172398287057876,0.8251512791633606,0.0018853720755752875,0.011516149305412546
379.65314927978517,343.9458123901367,335.6227273193359,474.04226614990233,0.15245141543745994,0.0,0.48665058109760284,0.5360644761562348,0.6209672846794129,0.0010398200803771033,0.009584092869143933
377.2130497924805,341.6925240600586,333.1821126098633,471.4156826171875,0.1546158842563629,0.0,0.4842961445808411,0.5141727297544479,0.5886033336162567,0.0011737872425612295,0.007422757891309448
374.9838201904297,340.64904384765623,331.0130050170898,467.9200688598633,0.15737106322050096,0.00013866496086120604,0.48509711055755617,0.5205440736055374,0.5944699601650238,0.0010871694149100222,0.005993339503416791
372.6396691894531,338.7226814331055,328.6870583740234,465.1341368041992,0.1557930033326149,0.0,0.3974313013315201,0.8436521189212799,0.9959456626415253,0.006020614377275342,0.00954942659898661
370.1278399658203,337.2969149658203,326.3745949584961,461.26955361328123,0.16098993676900863,0.0,0.4310602339029312,0.7099854009151458,0.9315568925380707,0.002565905906638363,0.0093986739535816
368.56588868408204,335.58216739501955,325.1741551269531,459.37729743652346,0.16750193969011307,0.0,0.4594059305429459,0.6160410788059235,0.8405501680850983,0.0011583487455383876,0.007423844883684069
366.8238357910156,334.51164675292966,323.4680850830078,456.9151960571289,0.1707391895055771,0.0,0.46912615180015566,0.5668402027130127,0.7485295884609222,0.0007484466298890766,0.0078059491461142895
365.2884299804688,334.0618176879883,322.15874372558596,453.9927337524414,0.17111683539152145,0.0,0.4719370921611786,0.5428975536823273,0.6996948330402374,0.000918939590617083,0.008291216411895584
363.75736818847656,333.0479114013672,320.60104583740235,451.9799926513672,0.17133392975330353,0.0,0.4759855652809143,0.5387590361118316,0.6916094239711762,0.0008864234221764491,0.0038097392926458268
362.59206026611326,332.9465448974609,319.65758361816404,449.45432298583984,0.17508872389793395,0.0,0.4778608752965927,0.5409099482536316,0.6826580019950866,0.0004302585628291126,0.006971533066080883
360.79462485351564,332.020920703125,317.74903435668944,446.9337210571289,0.17214776598215104,0.0,0.4784860837697983,0.5330613022327423,0.637598344039917,0.0004895636672561523,0.005203336880216375
360.71107270507815,332.64372287597655,317.3347321655273,446.5843891113281,0.17468904399871826,0.0,0.4785212319374084,0.5300775252342224,0.6423478167533875,0.00029663267637079115,0.0054320179420057685
359.7836710205078,331.81636293945314,316.9555375,444.8260173828125,0.17460164548158646,0.0,0.4787949057102203,0.5304873875617981,0.6410220168590546,0.00039158678409003186,0.005413222110643983
359.62770992431643,331.7731780883789,316.6756012695312,444.7219004272461,0.17868349138498307,0.0,0.4786154142141342,0.5302842168331147,0.6361272168159485,0.0002306299839008716,0.005127404835727066
357.33820866699216,330.5019375,314.48460100097657,441.2828252197266,0.17856765275001527,0.0,0.4785156141281128,0.5293156515598297,0.63432120718956,0.0002011713874308043,0.005051237204344943
