total_loss,exit1_loss,exit2_loss,full_loss,cascade_loss,diversity_loss,exit1_confidence,exit2_confidence,full_confidence,confidence_std_exit1,confidence_std_exit2
0.1337717311143875,0.31391703600883486,0.15311058496832847,0.018649107742670458,0.21111849535703658,0.0,0.007416962278820574,0.025508544386923314,0.03585234173834324,0.0006785473662923323,0.0025652609149110503
0.09310093671977519,0.29547928510904314,0.043912945867225064,1.952366747354972e-05,0.16929056358933448,0.0,0.0018923077582381667,0.019821044711768626,0.027387853214144706,0.00026840683555055876,0.004478585988190025
0.06008939297199249,0.20919409011006354,0.00016878598644980229,4.550219539487444e-06,0.1045859538435936,0.0,0.002002184453140944,0.022082670280337335,0.024142613524198532,0.0005441925895371242,0.004009861526452005
0.050066524235904214,0.16036579162180423,8.952454814861994e-05,2.948807898974337e-06,0.0801668439105153,0.0,0.002463728079199791,0.020201605021953582,0.023319802317023276,0.000556242871122231,0.0036531099907821042
0.043695268382877114,0.1343391070663929,8.513766690448392e-05,4.526128404086194e-06,0.06716243410035967,0.0,0.0022059766850434244,0.018583053697645666,0.022990311621129512,0.0005436334272642852,0.0033584520303178577
0.03879226900395006,0.11929648778811097,5.199349555623485e-05,2.371285520735e-06,0.05963624823503196,0.0,0.002253842476569116,0.017192238648235797,0.022682927134633064,0.0004073493550371495,0.0029377135424874723
0.03552239684611559,0.10925970619283616,3.247893650986953e-05,1.4442683114793908e-06,0.05462117811851203,0.0,0.0025664476157166065,0.01568090337663889,0.02185916265696287,0.0005372128310526023,0.002247809592401609
0.03376371384589002,0.10385594768822193,2.6339738745082285e-05,1.2440864036079801e-06,0.051920385167002675,0.0,0.0032418804977089166,0.014391625659912824,0.020951600432395936,0.0005468465794780059,0.0019118396904494147
0.03169416719400324,0.09748760300986468,2.6528555606273585e-05,1.0847836534480847e-06,0.04873896526293829,0.0,0.0038407061899080872,0.013097946602851152,0.020535995876789094,0.0006888117803915521,0.0018254057242535055
0.03017397076082416,0.09282292954586446,1.6279952534023325e-05,7.267240260262042e-07,0.04640721661234275,0.0,0.004032679014094174,0.01203587485998869,0.01989727876484394,0.0007831071991182398,0.0018626626200566533
0.02927181764245033,0.09005285376049578,1.1625681637633534e-05,5.675006637943625e-07,0.045022797249536964,0.0,0.0036562527859583496,0.011338327794522048,0.01942506001740694,0.0007156997878919356,0.0007665222856390756
0.02815584335234016,0.08661702062897385,1.3227956404170982e-05,7.524423339475561e-07,0.04330438461722806,0.0,0.0038166785292327405,0.009972738625854254,0.01959274454265833,0.000785560597537551,0.0008745507071143948
0.027408699866430835,0.08432859726920724,4.751177751859359e-06,2.46648228204549e-07,0.0421629037653096,0.0,0.0037064494930207728,0.008893774189800025,0.020201910346746444,0.0008198595803114585,0.0008734454397810623
0.026575395828392356,0.08176634544949048,3.349221870303154e-06,1.6792072104010458e-07,0.04088202400044538,0.0,0.0036843796322122216,0.00850609149709344,0.02002584154307842,0.0007792975809323252,0.000834489062477951
0.0264507914489368,0.08138462134515867,1.997704314999282e-06,9.07669885350515e-08,0.04069155579356011,0.0,0.0036944231670349836,0.008103444956615568,0.019791495101153852,0.00080226198330638,0.0006481788716395386
0.025428767800191418,0.07824089462636039,1.211828493228495e-06,5.563479325303433e-08,0.03911994026834145,0.0,0.003701966897957027,0.00788449088446796,0.01950241533666849,0.0008146225384436548,0.0006775770270149224
0.024975407886179163,0.07684658571542241,6.836530442797084e-07,2.980490966848492e-08,0.03842297723051161,0.0,0.0035593204520642757,0.007719598575681448,0.019350582721829414,0.0007883890278928447,0.0006194851370819378
0.025195819469029084,0.07752513737627305,3.815012783661587e-07,1.5739980983298096e-08,0.03876239944794215,0.0,0.003524650051444769,0.007594472900405526,0.019245047275722026,0.0007845343431807123,0.0005794726859079674
0.02494118437236175,0.07674185268891742,2.0708399404725243e-07,8.017661718895397e-09,0.03837084597651265,0.0,0.0035133480038493873,0.007528856826201081,0.019185385002195837,0.0007543090575869428,0.000549422724233591
0.024705001514428296,0.07601526043391786,1.0421949464500813e-07,3.585854246157538e-09,0.03800759834670462,0.0,0.0034985884938389064,0.007495871938765049,0.019155359983444215,0.0007611872954264981,0.0005346422957329196
