total_loss,exit1_loss,exit2_loss,full_loss,cascade_loss,diversity_loss,distribution_loss,simulated_exit1_rate,simulated_exit2_rate,exit1_confidence,exit2_confidence,full_confidence,confidence_std_exit1,confidence_std_exit2,exit1_threshold,exit2_threshold
685.3554766845704,704.4398250244141,600.6931547485351,730.6926652954102,0.06474442639499903,1.884455680847168e-05,0.16913000330924988,0.0622,0.0,0.5063233447790146,0.5144496413946151,0.5424342357635498,0.0025703463952580934,0.007382294657430612,0.550000011920929,0.6499999761581421
450.2406396118164,426.688149987793,380.7134438354492,518.8964513916015,0.12186250204443931,4.69351053237915e-05,0.15535000357627868,0.0,0.0146,0.4777406507253647,0.5169757699966431,0.5947099054336548,0.005560897565621417,0.010815457092411817,0.550000011920929,0.6499999761581421
406.0566347290039,362.3362639038086,350.67349190673826,490.15823193359375,0.13209481489062308,0.0,0.1525000035762787,0.0,0.0,0.4672478802204132,0.5102302671194077,0.7090965895652771,0.004620347595220665,0.007110468120826408,0.550000011920929,0.6499999761581421
392.47155471191405,354.10444794921875,343.8735291015625,484.35969365234376,0.14255759721398353,0.0,0.1525000035762787,0.0,0.0,0.4835116765975952,0.5061073859453201,0.6288191145896912,0.0008593964723520913,0.006151324044913054,0.550000011920929,0.6499999761581421
383.09080968017577,347.9825182861328,338.4881384155273,477.5934029663086,0.15013421201109886,0.0,0.1525000035762787,0.0,0.0,0.48273823699951174,0.5129627642154694,0.6561653792858124,0.000709297605833126,0.004866600401350297,0.550000011920929,0.6499999761581421
380.6054259887695,345.0793470825195,336.44765877685546,474.93189161376955,0.15439941202998161,0.0,0.1525000035762787,0.0,0.0,0.48068951699733736,0.5087831967115403,0.6081742374420166,0.000859593658351514,0.008724489008588717,0.550000011920929,0.6499999761581421
374.5837427368164,340.1408357543945,331.0475783935547,466.9961479370117,0.16689666956663132,0.0,0.1525000035762787,0.0,0.0,0.48376532623767854,0.5054646750688553,0.5983745935916901,0.0009000997835188172,0.007003739359194879,0.550000011920929,0.6499999761581421
375.7474182495117,341.41892119140624,332.1634825378418,468.1088825073242,0.16826444783210753,0.0,0.1525000035762787,0.0,0.0,0.48438623356819155,0.5165975054264068,0.6352469285964966,0.0007138339222583454,0.006347487536258995,0.550000011920929,0.6499999761581421
372.01044912109376,338.2560440063477,328.5310838256836,463.6581013305664,0.1700221844434738,0.0,0.1525000035762787,0.0,0.0,0.48523419411182406,0.5107896229028702,0.5950861160755158,0.000915942830122367,0.0051696856413269415,0.550000011920929,0.6499999761581421
369.68505806884764,337.1518751098633,326.39019432373044,459.8654600341797,0.1702029247879982,0.0,0.1525000035762787,0.0,0.0,0.48338349642753603,0.514652925491333,0.5986406671047211,0.000859188603804796,0.004570699622365646,0.550000011920929,0.6499999761581421
368.92780587158205,336.45184516601563,325.5578560180664,459.15125667724607,0.16925066972970962,0.0,0.1525000035762787,0.0,0.0,0.4831499908208847,0.522425155544281,0.6532072661399841,0.0006605678152933251,0.007321551391389221,0.550000011920929,0.6499999761581421
366.21089212646484,334.70472794189453,323.07396986083984,455.15333813476565,0.17229504882097244,0.0,0.1525000035762787,0.0,0.0,0.48214776659011843,0.510995265865326,0.6023016764163971,0.0007585970308922697,0.005703612509323284,0.550000011920929,0.6499999761581421
366.00313593139646,334.6361895874023,322.85465380249025,454.8221059448242,0.17030812569856643,0.0,0.1525000035762787,0.0,0.0,0.4828138726234436,0.5123945975780487,0.5794528441905975,0.0008243987431036658,0.004417198201676365,0.550000011920929,0.6499999761581421
362.92296513671874,332.46624100341796,320.1639310668945,450.3129586303711,0.167267580139637,0.0,0.1525000035762787,0.0,0.0,0.482297643661499,0.5084101278305053,0.5946489795207978,0.0005257747452968033,0.0047492559686070305,0.550000011920929,0.6499999761581421
362.655954296875,332.34039310302734,320.03895904541014,449.7147716552734,0.1710277032852173,0.0,0.1525000035762787,0.0,0.0,0.4825737024307251,0.5118517521381378,0.5751547985076905,0.000658267032418371,0.003034866935451282,0.550000011920929,0.6499999761581421
362.47136656494143,333.22923024902343,319.75596619873045,448.58834631347656,0.16873681807518007,0.0,0.1525000035762787,0.0,0.0,0.48356355447769167,0.5132112268924713,0.5568748877525329,0.0008242432776722126,0.0023110772580606865,0.550000011920929,0.6499999761581421
361.91930743408204,332.7071776000977,319.4266471923828,447.70907755126956,0.17004081399440765,0.0,0.1525000035762787,0.0,0.0,0.48404444382190703,0.5170778224468231,0.5517082421779632,0.0004962868567941768,0.0027913026434951463,0.550000011920929,0.6499999761581421
360.6693483520508,331.63104317626954,318.25081147460935,446.18617391357424,0.17176621037721634,0.0,0.1525000035762787,0.0,0.0,0.48426127626895904,0.51914245262146,0.559075856924057,0.0003167741857061628,0.003269415367092006,0.550000011920929,0.6499999761581421
358.68386065673826,330.46107583007813,316.35592767333986,443.2645427368164,0.1706953337907791,0.0,0.1525000035762787,0.0,0.0,0.4845619282245636,0.5189842887401581,0.5517339920520783,0.00038696182165294887,0.0037070218759821727,0.550000011920929,0.6499999761581421
360.1951024658203,331.29488715820315,317.9651390258789,445.32241392822266,0.17170657877922058,0.0,0.1525000035762787,0.0,0.0,0.4845723387479782,0.5183589935302735,0.555554374885559,0.00036337063978571677,0.003215656490670517,0.550000011920929,0.6499999761581421
