total_loss,exit1_loss,exit2_loss,full_loss,cascade_loss,diversity_loss,distribution_loss,actual_exit1_rate,actual_exit2_rate,exit1_confidence,exit2_confidence,full_confidence,confidence_std_exit1,confidence_std_exit2,curriculum_exit1_threshold,curriculum_exit2_threshold,temperature1_clamped,temperature2_clamped,temperature_full_clamped,warmup_weight
460.5957675048828,338.96457895507814,325.9949282836914,456.97317341308593,0.13159395956397058,0.0001868934977799654,0.15238000357151033,0.0002,0.0022,0.007948670720681549,0.009796423760801554,0.5381362877845765,9.959933945183366e-05,0.0025802210184127034,0.44999998807907104,0.550000011920929,1.4967084171295166,2.942496396446228,0.9387532472610474,1.0
459.779733996582,339.0108719726563,325.3302787963867,455.8451396850586,0.13051889923810958,9.640518575906754e-07,0.1525000035762787,0.0,0.0,0.0060020602367818355,0.006117393812164664,0.5651301613807678,0.00019706219411164057,0.0006126298786072766,0.46000000834465027,0.5600000023841858,1.2523030654907226,3.0,0.9387532472610474,1.0
456.6449688232422,336.727216027832,323.22908504638673,452.6257319580078,0.14078335955739021,4.489421844482422e-08,0.1525000035762787,0.0,0.0,0.006817358577251434,0.006916301083564758,0.5475964797496795,0.0001276085720703122,0.0002911685196493636,0.4699999988079071,0.5699999928474426,1.1925589913368224,3.0,0.9387532472610474,1.0
454.96371627197266,336.1280714111328,322.0938361206055,450.52987529296877,0.1511377997517586,4.5413151383399964e-07,0.1525000035762787,0.0,0.0,0.00731168990470469,0.00741424500644207,0.5392185301780701,6.023754975940392e-05,0.00019385385468740423,0.47999998927116394,0.5799999833106995,1.168643996334076,3.0,0.9387532472610474,1.0
452.68172658691407,335.2173712890625,320.5796423461914,447.72348212890626,0.15302927725315094,8.261650800704956e-08,0.1525000035762787,0.0,0.0,0.007625415935367346,0.007688871989771724,0.5622802678108215,4.2633973008560133e-05,0.00014660605956341897,0.49000000953674316,0.5899999737739563,1.1669066891670228,3.0,0.9387532472610474,1.0
452.76896721191406,335.58848255615237,320.6645764038086,447.60720793457034,0.15445894654393197,8.22194293141365e-07,0.1525000035762787,0.0,0.0,0.007760924802720547,0.007900109028816223,0.5601173068523407,2.345477705448502e-05,9.967015895235818e-05,0.5,0.6000000238418579,1.159204126739502,3.0,0.9387532472610474,1.0
448.5474876464844,333.5124181640625,318.02491154785156,442.5214038208008,0.15678183467388154,5.333125591278076e-09,0.15243000357151032,0.0002,0.0,0.007894633363187313,0.00797447360008955,0.5468570116996765,1.543611175361548e-05,9.602500127402891e-05,0.5099999904632568,0.6100000143051147,1.1669567115783692,3.0,0.9387532472610474,1.0
448.6865397216797,333.1130651245117,318.3463723266602,442.7818969238281,0.1571643100500107,2.501159906387329e-09,0.1525000035762787,0.0,0.0,0.007963189919292927,0.00802576790601015,0.547700774526596,1.6097508871462196e-05,0.00011177455571450992,0.5199999809265137,0.6200000047683716,1.1714458163261414,3.0,0.9387532472610474,1.0
445.9579120361328,332.6371321044922,316.5476492431641,439.0492447509766,0.15651102463006974,8.819252252578735e-09,0.1525000035762787,0.0,0.0,0.00799761568903923,0.008042101431638003,0.5467137647151947,1.5388173415522033e-05,8.839877899954445e-05,0.5299999713897705,0.6299999952316284,1.1735431965827943,3.0,0.9387532472610474,1.0
447.3104227661133,333.43470275878906,317.2975164794922,440.67580466308596,0.15676192278862,0.0,0.1525000035762787,0.0,0.0,0.008004162134230136,0.008050614632666112,0.5474088254451752,1.3820238538210106e-05,8.973962685704464e-05,0.5400000214576721,0.6399999856948853,1.1734697073936462,3.0,0.9387532472610474,1.0
