total_loss,exit1_loss,exit2_loss,full_loss,cascade_loss,diversity_loss,distribution_loss,simulated_exit1_rate,simulated_exit2_rate,exit1_confidence,exit2_confidence,full_confidence,confidence_std_exit1,confidence_std_exit2,exit1_threshold,exit2_threshold
692.7327635009766,721.7419596191406,605.1046595092773,735.3563777587891,0.07466105562746525,0.0003941713333129883,0.004275546930241831,0.30396989798545837,0.24926586043834686,0.5252168229103088,0.5675777476787567,0.614875038766861,0.008941020541242324,0.043801065157121045,0.6308864951133728,0.904262363910675
456.05047258300783,437.8300317016602,382.8292644165039,524.8657505615234,0.12734676552116872,9.030780792236328e-05,0.00024352679766306907,0.2989374690771103,0.24690932536125182,0.5065579385519028,0.5776649694919587,0.6788791263580323,0.004384197958407458,0.038291113804280755,0.582769513130188,0.588092565536499
404.00934447021484,361.49415031738283,347.2058072753906,488.63933721923826,0.1290041791200638,1.4524555206298828e-05,0.0010628393978490522,0.29950848556756976,0.24974546201229095,0.4879422868490219,0.5205462427139282,0.6429025987148285,0.006105864198631025,0.02598328885277733,0.46889254450798035,0.7685840725898743
392.52559841308596,354.23222388916014,342.43639565429686,486.1284452514648,0.13784930089712144,1.8043327331542967e-05,0.002163773876367089,0.29917528257369996,0.24648684125542641,0.3371508715391159,0.7838574593544007,0.953959585237503,0.00985508120486047,0.11427261406052858,0.46022266149520874,0.9475657343864441
385.19648967285156,348.50171126708983,339.5730734863281,482.6987857666016,0.1408455855190754,1.651444435119629e-05,0.0005785204675134544,0.3003718750476837,0.24974005105495453,0.35638521871566775,0.8955642162799835,0.9591053402423859,0.006279947990365326,0.03643461758028716,0.4193991422653198,0.9456467628479004
380.7164577636719,344.382720300293,335.59482541503905,477.186977734375,0.1509023087143898,2.407679557800293e-05,0.0006238300487381778,0.3003737896800041,0.249246342587471,0.33781012337207794,0.8994855020523072,0.9693710479736328,0.0073575378594454375,0.03647226294074207,0.4156253933906555,0.9820696115493774
378.47287039794924,343.4754763305664,333.691229296875,473.15050260009764,0.17012020674943923,5.588912963867188e-06,0.0006910371001559895,0.30027214381694795,0.25042391221523286,0.32550641672611236,0.9214906434059144,0.9857688865661621,0.006205113761103712,0.02875671407384798,0.3963260054588318,0.9996983408927917
376.32792791748045,340.55796346435545,331.8764756347656,471.3374809814453,0.17329046180248261,6.628656387329102e-06,0.00029300115510862737,0.29993216626644137,0.2500341361284256,0.3001008236169815,0.8887294153213501,0.9683140396118164,0.0041591577518964185,0.02861347619816661,0.3756091892719269,0.8846100568771362
374.0426879882813,339.19206451416017,329.8493360961914,467.7879153198242,0.17817949470281602,9.493875503540039e-06,0.0003980364810538674,0.2999413271188736,0.25031870366334913,0.2868902842283249,0.8248549353599548,0.966636249923706,0.0035398358298349194,0.03051627719271928,0.3943130075931549,0.962725818157196
372.0035747314453,338.156930090332,327.8760424560547,464.65770579833986,0.1744270874142647,1.6398763656616212e-05,0.0003626633638937676,0.2999477653026581,0.25023201904296877,0.30662645721435544,0.9157836275100708,0.9732669588088989,0.004478516841388773,0.016195169110456483,0.3894177973270416,0.9849789142608643
369.88672451171874,337.0078008544922,325.65663615722656,461.7092070068359,0.17878281151056288,7.537841796875e-06,0.00018888380222220535,0.30049975689649583,0.25055385125875473,0.29665691113471987,0.9191258581638336,0.981667356300354,0.004213326379773207,0.007107585411099717,0.37378957867622375,0.9830009341239929
366.86092164306643,334.3627414306641,323.0860761108398,457.69611411132814,0.17586655921936034,1.0942935943603516e-06,0.0003301671457320822,0.3004251727938652,0.2506592638850212,0.2800393796443939,0.9187715244293213,0.98390223903656,0.0035202354818582534,0.012995676944218576,0.36552193760871887,1.0144046545028687
366.84442880859376,334.31328059082034,323.1340948486328,457.62649010009767,0.17607624952793122,2.3865699768066404e-07,0.0004778889926590864,0.30076261159181594,0.24997577065229415,0.2819319196939468,0.9322663892745972,0.9836401311397552,0.0035032780980691312,0.00795289311730303,0.4706329107284546,0.9302935600280762
365.57199030761717,333.61125634765625,321.92624020996095,455.697494140625,0.17713555328845978,0.0,3.103034375150173e-05,0.3002369663000107,0.2502757641196251,0.3819405924558639,0.860645744228363,0.9160033560752868,0.00449141085499432,0.00897321799513884,0.45886585116386414,0.905602216720581
363.6464455078125,332.6124819946289,319.9651026489258,452.89276478271483,0.17628704290390015,0.0,6.890795221066597e-05,0.3001207759618759,0.2500755612611771,0.3676008598566055,0.818507624721527,0.8948651068210601,0.004010752076620701,0.010199980252236129,0.4441524147987366,0.8513981699943542
362.57582023925784,332.2336881591797,319.0143536376953,450.9701404663086,0.17833632702827454,0.0,3.7933291848012375e-05,0.3001285955905914,0.24983009864091874,0.3542048449993134,0.7821846433639527,0.858638780784607,0.004011584183434024,0.008539152360567823,0.4323740601539612,0.807894766330719
362.39797060546874,331.85974761962893,318.96118175048827,450.82208090820313,0.17873970547914506,0.0,1.5730462767490395e-05,0.30013383328914645,0.24997368642091752,0.3431815748691559,0.7406604038238526,0.8445029328346253,0.004099068075581453,0.006115175589499995,0.42248836159706116,0.792400062084198
361.0895218383789,331.28645270996094,317.7422152709961,448.6592016723633,0.17854541527032852,0.0,1.1893312603757522e-05,0.3002284342288971,0.25012119975090025,0.3353616008043289,0.7298107640266418,0.8144205648899079,0.004268205008085352,0.005980271877394989,0.4169620871543884,0.7847152948379517
