total_loss,exit1_loss,exit2_loss,full_loss,cascade_loss,diversity_loss,distribution_loss,actual_exit1_rate,actual_exit2_rate,exit1_confidence,exit2_confidence,full_confidence,confidence_std_exit1,confidence_std_exit2,curriculum_exit1_threshold,curriculum_exit2_threshold
684.5338067871094,712.2526825683593,596.8420140258789,727.7056445556641,0.060739755089581016,0.0002932655334472656,0.5494200093269348,0.9978,0.0022,0.5471706802368164,0.5683864104747772,0.6390558360099793,0.010346074508409946,0.026471502733323722,0.25,0.3499999940395355
456.16597418212893,429.9011037475586,382.3919234741211,529.9100337158203,0.10900375040769578,0.00020269055366516113,0.5480200092315674,0.9968,0.0032,0.573243657541275,0.645205426120758,0.826250822019577,0.02719963022818556,0.037487990638427435,0.25999999046325684,0.36250001192092896
406.73892049560544,360.5582702758789,351.20157115478514,492.6070538330078,0.12803810223937034,0.00013572688102722169,0.544940009021759,0.9946,0.0054,0.5817860936164856,0.6844044691562653,0.8306786691188812,0.0166918966360623,0.0245717546638567,0.27000001072883606,0.375
391.9942932861328,351.87709000244143,343.0335410522461,485.69550842285156,0.14237173008918763,7.280921936035156e-06,0.5446600090026855,0.9944,0.0056,0.5288404535770417,0.6649892630577088,0.9654886090278626,0.011616256862477166,0.018235882177297026,0.2800000011920929,0.38749998807907104
382.58933133544923,345.63336975097656,337.9851379272461,478.81340881347654,0.15048469782471657,0.00012393417358398437,0.5371500084877014,0.989,0.0108,0.5170947418212891,0.6642403923511505,0.786683709859848,0.008388152788305889,0.007910463276135852,0.28999999165534973,0.4000000059604645
378.3288234375,342.88312354736325,333.75851049804686,472.9951496459961,0.16563922027349473,3.6826133728027343e-07,0.5365400084495544,0.9886,0.0114,0.5115473374843598,0.9447595115184784,0.9856490089416504,0.005243271471463959,0.008256813339592191,0.30000001192092896,0.4124999940395355
376.9660520385742,342.1919741333008,332.7598478149414,470.47426677246096,0.18800805040597915,7.948875427246094e-07,0.5283900079011917,0.9826,0.0172,0.5065586143493652,0.7345264812469482,0.9026172197341918,0.002163941382084158,0.02904722399581224,0.3100000023841858,0.42500001192092896
375.08449050292967,340.98486334228517,331.0656418457031,467.66985845947266,0.19415408498048783,1.61104679107666e-05,0.521070007443428,0.9768,0.023,0.5035870932102203,0.9133443328380585,0.9952107003688813,0.001068521288238844,0.012047120902861934,0.3199999928474426,0.4375
373.5987721435547,339.62036492919924,329.76297005615237,465.82318813476564,0.19067185640335083,4.076433181762695e-06,0.5098200066804885,0.9688,0.0312,0.5041052565574646,0.84623426156044,0.952422198009491,0.0012865155418952782,0.029336065707169474,0.33000001311302185,0.44999998807907104
371.37685096435547,337.773034375,328.01897495117186,462.59351647949217,0.19146057658195495,7.440090179443359e-06,0.4971900058746338,0.9586,0.0412,0.5022294007778167,0.8352292673110961,0.9394281471252441,0.0007850726841301366,0.02370240071825683,0.3400000035762787,0.4625000059604645
368.1594079711914,336.6788322753906,324.85612449951174,457.18250877685546,0.1906960478544235,0.0,0.4901800054550171,0.9532,0.0468,0.5012401400566101,0.8934966920852662,0.9896961246013641,0.00031936365838628264,0.028468169930763544,0.3499999940395355,0.4749999940395355
364.45533646240233,333.56231942138675,321.3907801513672,452.57662060546875,0.1869377281665802,5.83195686340332e-06,0.4799100048303604,0.9444,0.0554,0.5013537627696991,0.9001932256698608,0.9801792699813843,0.0003862577826519555,0.014431674355035647,0.36000001430511475,0.48750001192092896
365.75136457519534,335.2912403564453,322.8082963745117,453.28105859375,0.18634936094284058,0.0,0.47034000427722933,0.9366,0.0634,0.5010444515228272,0.9173182958126068,0.9487738560199738,0.00032711663584486815,0.01312566810650751,0.3700000047683716,0.5
362.8234309326172,334.05918414306643,320.3549696533203,448.03259146728516,0.18732749301195145,8.234977722167968e-08,0.4453800028383732,0.9152,0.084,0.5004977939128876,0.8382880910396576,0.9274956242561341,0.00012285625332260678,0.04025432351240888,0.3799999952316284,0.512499988079071
362.35911534423826,333.71825396728514,319.9453283691406,447.3810624511719,0.18846281814575194,0.0,0.4175900011599064,0.8906,0.1084,0.5004425960063934,0.84881303358078,0.9888048863887787,0.00012201834508177854,0.07698928280994297,0.38999998569488525,0.5249999761581421
362.42880947265627,335.15460205078125,319.6718318603516,446.54443461914065,0.1889321581363678,0.0,0.40911000061929226,0.8814,0.1156,0.5002956482410431,0.8103288157463073,0.9639827056407928,8.141070120732366e-05,0.08794065587669611,0.4000000059604645,0.5375000238418579
362.3726328857422,335.14819252929686,319.7334990112305,446.29156611328125,0.1876546946287155,0.0,0.3791299989372492,0.8532,0.141,0.5001740462779999,0.7794775813102722,0.9403153275966645,4.027492810137119e-05,0.08903155011162162,0.4099999964237213,0.550000011920929
359.9163200073242,333.30326895751955,317.3641147216797,443.1145524047852,0.18759361629486085,0.0,0.35938999792337417,0.8316,0.1402,0.500103903388977,0.6565545646190644,0.9287020034313201,1.7537798854118593e-05,0.03846346972361207,0.41999998688697815,0.5625
360.1136074951172,335.083487890625,317.1457588256836,442.2913354614258,0.1880731052041054,0.0,0.33442999684419483,0.8062,0.1412,0.5000506441116332,0.6275380769252777,0.9237784498214722,8.307961935452114e-06,0.03534371535312384,0.4300000071525574,0.574999988079071
359.48194729003905,333.8489726928711,316.94097421875,441.7016216186523,0.18809688081741333,0.0,0.3096499962335452,0.776,0.1502,0.5000355491638183,0.6257936585903168,0.92032733502388,5.368380386107674e-06,0.023486435428634284,0.4399999976158142,0.5874999761581421
